JOIN_SN,보험계약건수,해지건수,만기건수,해지율,만기율
818858,6,1,0,0.17,0.0
818893,1,0,0,0.0,0.0
818900,3,0,0,0.0,0.0
818993,7,4,0,0.57,0.0
819093,7,1,0,0.14,0.0
819295,4,0,2,0.0,0.5
819299,4,0,0,0.0,0.0
819339,1,0,0,0.0,0.0
819448,7,5,0,0.71,0.0
819459,4,1,2,0.25,0.5
819482,9,0,7,0.0,0.78
819490,4,3,0,0.75,0.0
819567,1,0,0,0.0,0.0
819592,13,6,0,0.46,0.0
819612,2,0,0,0.0,0.0
819632,1,0,0,0.0,0.0
819717,1,0,0,0.0,0.0
819750,2,0,0,0.0,0.0
819760,1,0,0,0.0,0.0
819784,1,0,1,0.0,1.0
819830,6,2,0,0.33,0.0
819966,4,1,0,0.25,0.0
819972,4,1,0,0.25,0.0
820006,1,0,0,0.0,0.0
820041,15,3,5,0.2,0.33
820089,6,2,3,0.33,0.5
820166,2,0,0,0.0,0.0
820192,1,1,0,1.0,0.0
820223,8,1,3,0.12,0.38
820254,10,0,4,0.0,0.4
820405,9,0,0,0.0,0.0
820417,2,0,0,0.0,0.0
820624,5,0,0,0.0,0.0
820647,6,2,0,0.33,0.0
820709,1,0,0,0.0,0.0
820739,5,0,1,0.0,0.2
820752,5,0,0,0.0,0.0
820779,3,2,0,0.67,0.0
820789,2,0,0,0.0,0.0
820831,2,0,0,0.0,0.0
820877,3,2,0,0.67,0.0
820899,4,0,1,0.0,0.25
820917,3,0,1,0.0,0.33
820971,1,0,0,0.0,0.0
821014,3,1,0,0.33,0.0
821124,3,0,0,0.0,0.0
821173,2,0,0,0.0,0.0
821227,1,0,0,0.0,0.0
821265,2,0,0,0.0,0.0
821328,2,0,0,0.0,0.0
821330,10,2,0,0.2,0.0
821394,9,0,7,0.0,0.78
821398,2,1,1,0.5,0.5
821404,2,1,0,0.5,0.0
821498,8,2,0,0.25,0.0
821506,3,1,0,0.33,0.0
821507,1,0,0,0.0,0.0
821517,6,0,2,0.0,0.33
821529,5,0,1,0.0,0.2
821540,1,0,0,0.0,0.0
821549,7,1,0,0.14,0.0
821562,3,2,0,0.67,0.0
821634,2,0,0,0.0,0.0
821682,3,1,0,0.33,0.0
821791,1,1,0,1.0,0.0
821935,4,2,0,0.5,0.0
821960,3,0,1,0.0,0.33
821970,1,0,0,0.0,0.0
821974,8,4,0,0.5,0.0
821993,11,8,0,0.73,0.0
822148,1,0,0,0.0,0.0
822158,6,0,1,0.0,0.17
822212,4,0,0,0.0,0.0
822238,2,1,0,0.5,0.0
822463,5,4,0,0.8,0.0
822492,1,0,0,0.0,0.0
822521,11,1,2,0.09,0.18
822568,13,1,3,0.08,0.23
822642,1,0,0,0.0,0.0
822646,9,2,1,0.22,0.11
822724,2,0,1,0.0,0.5
822756,6,2,1,0.33,0.17
822800,1,0,1,0.0,1.0
822925,3,1,0,0.33,0.0
822936,1,0,0,0.0,0.0
822940,1,0,0,0.0,0.0
822959,5,0,1,0.0,0.2
822992,1,0,0,0.0,0.0
823154,2,0,1,0.0,0.5
823186,1,1,0,1.0,0.0
823249,8,2,0,0.25,0.0
823280,1,0,0,0.0,0.0
823349,6,0,2,0.0,0.33
823389,4,0,7,0.0,1.75
823431,3,1,0,0.33,0.0
823497,1,0,0,0.0,0.0
823507,5,0,1,0.0,0.2
823553,5,0,0,0.0,0.0
823568,8,0,2,0.0,0.25
823798,7,2,0,0.29,0.0
823836,6,2,1,0.33,0.17
823890,9,2,0,0.22,0.0
823962,2,0,0,0.0,0.0
823984,3,2,0,0.67,0.0
824002,12,2,0,0.17,0.0
824118,4,1,0,0.25,0.0
824143,3,2,0,0.67,0.0
824183,3,0,1,0.0,0.33
824260,2,0,0,0.0,0.0
824265,1,0,0,0.0,0.0
824289,3,1,0,0.33,0.0
824293,2,0,0,0.0,0.0
824315,8,1,2,0.12,0.25
824428,5,0,0,0.0,0.0
824465,8,0,0,0.0,0.0
824485,6,1,0,0.17,0.0
824570,5,0,1,0.0,0.2
824596,3,0,0,0.0,0.0
824607,3,0,0,0.0,0.0
824686,2,1,0,0.5,0.0
824730,11,1,0,0.09,0.0
824732,4,1,3,0.25,0.75
824747,6,1,0,0.17,0.0
824758,1,0,1,0.0,1.0
824884,1,0,0,0.0,0.0
824945,8,3,0,0.38,0.0
825041,2,0,0,0.0,0.0
825045,4,0,0,0.0,0.0
825065,4,1,1,0.25,0.25
825074,3,1,0,0.33,0.0
825116,6,7,0,1.17,0.0
825168,3,0,0,0.0,0.0
825394,1,1,0,1.0,0.0
825401,3,0,1,0.0,0.33
825450,13,7,1,0.54,0.08
825476,2,2,1,1.0,0.5
825496,2,0,1,0.0,0.5
825517,6,2,0,0.33,0.0
825549,11,2,0,0.18,0.0
825551,3,0,0,0.0,0.0
825554,3,1,0,0.33,0.0
825666,1,1,0,1.0,0.0
825687,4,0,0,0.0,0.0
825706,9,7,0,0.78,0.0
825744,5,1,0,0.2,0.0
825772,7,4,1,0.57,0.14
825809,5,0,0,0.0,0.0
825812,4,0,0,0.0,0.0
825818,6,0,0,0.0,0.0
825842,2,0,0,0.0,0.0
825860,7,0,0,0.0,0.0
825903,3,1,0,0.33,0.0
825904,4,2,2,0.5,0.5
826024,7,0,4,0.0,0.57
826197,1,0,0,0.0,0.0
826232,1,0,0,0.0,0.0
826274,4,2,0,0.5,0.0
826286,4,1,1,0.25,0.25
826482,3,1,0,0.33,0.0
826491,1,0,0,0.0,0.0
826498,6,0,0,0.0,0.0
826537,3,1,0,0.33,0.0
826593,4,0,3,0.0,0.75
826650,2,0,0,0.0,0.0
826765,7,3,1,0.43,0.14
826858,2,2,0,1.0,0.0
826874,4,1,0,0.25,0.0
826876,1,0,0,0.0,0.0
826907,2,1,0,0.5,0.0
826929,3,0,0,0.0,0.0
826939,7,0,0,0.0,0.0
826984,1,0,0,0.0,0.0
827020,15,8,1,0.53,0.07
827024,1,0,0,0.0,0.0
827037,7,1,0,0.14,0.0
827105,1,0,0,0.0,0.0
827127,6,1,1,0.17,0.17
827164,1,0,0,0.0,0.0
827206,12,6,0,0.5,0.0
827265,9,5,0,0.56,0.0
827315,1,0,0,0.0,0.0
827352,4,0,0,0.0,0.0
827362,4,2,1,0.5,0.25
827415,7,2,0,0.29,0.0
827441,3,1,0,0.33,0.0
827478,2,1,0,0.5,0.0
827497,4,1,2,0.25,0.5
827556,1,1,0,1.0,0.0
827720,2,0,0,0.0,0.0
827795,3,0,0,0.0,0.0
827798,16,0,11,0.0,0.69
827839,2,1,0,0.5,0.0
827906,2,0,0,0.0,0.0
827934,3,1,0,0.33,0.0
827995,12,11,0,0.92,0.0
828039,2,0,0,0.0,0.0
828086,2,0,1,0.0,0.5
828181,4,2,0,0.5,0.0
828225,5,0,0,0.0,0.0
828273,1,0,0,0.0,0.0
828285,3,1,0,0.33,0.0
828442,9,2,1,0.22,0.11
828542,1,0,1,0.0,1.0
828590,4,0,0,0.0,0.0
828637,8,0,4,0.0,0.5
828677,3,0,0,0.0,0.0
828828,2,0,0,0.0,0.0
828888,4,0,1,0.0,0.25
828948,2,0,0,0.0,0.0
828999,3,2,0,0.67,0.0
829050,1,0,0,0.0,0.0
829084,2,0,1,0.0,0.5
829216,1,0,0,0.0,0.0
829236,3,1,0,0.33,0.0
829242,2,1,0,0.5,0.0
829285,1,0,0,0.0,0.0
829287,3,0,0,0.0,0.0
829364,2,2,0,1.0,0.0
829367,9,0,0,0.0,0.0
829384,18,1,1,0.06,0.06
829390,2,0,0,0.0,0.0
829416,5,1,1,0.2,0.2
829436,5,3,0,0.6,0.0
829473,2,0,0,0.0,0.0
829495,2,0,0,0.0,0.0
829533,5,0,0,0.0,0.0
829563,5,0,0,0.0,0.0
829609,2,0,0,0.0,0.0
829660,2,0,1,0.0,0.5
829663,7,0,5,0.0,0.71
829707,1,0,0,0.0,0.0
829710,5,0,1,0.0,0.2
829733,2,0,0,0.0,0.0
829759,5,0,0,0.0,0.0
829765,1,0,0,0.0,0.0
829820,2,0,0,0.0,0.0
829865,1,0,0,0.0,0.0
830015,2,1,0,0.5,0.0
830029,6,0,0,0.0,0.0
830036,5,0,1,0.0,0.2
830043,1,1,0,1.0,0.0
830078,2,0,0,0.0,0.0
830115,1,0,0,0.0,0.0
830148,1,0,0,0.0,0.0
830165,6,3,0,0.5,0.0
830283,1,0,0,0.0,0.0
830314,2,0,0,0.0,0.0
830423,4,2,0,0.5,0.0
830621,4,0,0,0.0,0.0
830674,3,0,0,0.0,0.0
830675,1,0,0,0.0,0.0
830686,1,1,0,1.0,0.0
830785,1,0,0,0.0,0.0
831001,10,1,3,0.1,0.3
831024,4,0,2,0.0,0.5
831149,4,1,1,0.25,0.25
831151,1,0,0,0.0,0.0
831282,2,0,4,0.0,2.0
831329,5,1,0,0.2,0.0
831339,4,0,0,0.0,0.0
831366,8,4,0,0.5,0.0
831380,2,0,0,0.0,0.0
831402,5,0,0,0.0,0.0
831474,6,0,0,0.0,0.0
831505,1,0,0,0.0,0.0
831527,3,1,0,0.33,0.0
831555,3,0,0,0.0,0.0
831573,1,0,0,0.0,0.0
831628,2,0,0,0.0,0.0
831760,1,1,0,1.0,0.0
831779,2,2,0,1.0,0.0
831793,5,3,1,0.6,0.2
831839,1,1,0,1.0,0.0
831890,1,1,0,1.0,0.0
831907,5,0,0,0.0,0.0
831923,6,1,0,0.17,0.0
831928,6,1,1,0.17,0.17
832030,7,5,0,0.71,0.0
832040,1,0,0,0.0,0.0
832063,7,4,0,0.57,0.0
832070,1,0,0,0.0,0.0
832177,2,0,0,0.0,0.0
832281,2,1,0,0.5,0.0
832298,2,0,0,0.0,0.0
832318,2,0,0,0.0,0.0
832325,10,1,1,0.1,0.1
832398,5,0,0,0.0,0.0
832431,3,1,0,0.33,0.0
832439,9,3,1,0.33,0.11
832523,1,0,0,0.0,0.0
832609,2,2,0,1.0,0.0
832627,5,3,0,0.6,0.0
832630,6,0,0,0.0,0.0
832678,6,1,0,0.17,0.0
832720,10,2,1,0.2,0.1
832818,5,1,1,0.2,0.2
832904,4,0,0,0.0,0.0
832913,14,2,0,0.14,0.0
833010,4,1,0,0.25,0.0
833164,2,0,0,0.0,0.0
833209,2,0,1,0.0,0.5
833240,16,5,0,0.31,0.0
833277,6,2,0,0.33,0.0
833291,3,1,0,0.33,0.0
833397,2,0,1,0.0,0.5
833406,2,0,0,0.0,0.0
833471,4,0,0,0.0,0.0
833515,11,0,1,0.0,0.09
833567,2,0,1,0.0,0.5
833586,3,2,0,0.67,0.0
833617,4,1,1,0.25,0.25
833653,10,2,0,0.2,0.0
833663,3,0,2,0.0,0.67
833674,7,1,0,0.14,0.0
833692,7,1,1,0.14,0.14
833697,5,2,0,0.4,0.0
833718,3,0,0,0.0,0.0
833732,24,0,22,0.0,0.92
833770,4,0,2,0.0,0.5
833773,3,0,0,0.0,0.0
833810,1,0,0,0.0,0.0
833816,9,1,0,0.11,0.0
833848,6,2,1,0.33,0.17
833888,2,0,0,0.0,0.0
833915,1,0,0,0.0,0.0
833970,1,0,0,0.0,0.0
833987,9,3,0,0.33,0.0
834014,3,0,0,0.0,0.0
834048,7,0,0,0.0,0.0
834061,1,0,0,0.0,0.0
834166,1,0,0,0.0,0.0
834215,3,0,0,0.0,0.0
834223,11,2,1,0.18,0.09
834279,7,3,1,0.43,0.14
834282,4,2,0,0.5,0.0
834336,1,0,0,0.0,0.0
834370,3,3,0,1.0,0.0
834378,5,1,0,0.2,0.0
834448,3,0,1,0.0,0.33
834478,2,0,0,0.0,0.0
834554,1,0,0,0.0,0.0
834575,1,0,0,0.0,0.0
834606,14,4,1,0.29,0.07
834634,2,1,0,0.5,0.0
834674,7,2,1,0.29,0.14
834750,4,0,1,0.0,0.25
834799,5,1,1,0.2,0.2
834887,6,1,0,0.17,0.0
834925,4,1,0,0.25,0.0
834935,2,0,0,0.0,0.0
834947,12,0,0,0.0,0.0
835000,12,4,0,0.33,0.0
835024,14,0,2,0.0,0.14
835078,8,1,0,0.12,0.0
835184,12,0,0,0.0,0.0
835246,4,2,0,0.5,0.0
835312,7,0,1,0.0,0.14
835386,2,1,0,0.5,0.0
835400,9,1,1,0.11,0.11
835469,2,0,0,0.0,0.0
835490,3,1,0,0.33,0.0
835651,2,2,0,1.0,0.0
835725,1,0,0,0.0,0.0
835794,2,0,1,0.0,0.5
835796,3,0,1,0.0,0.33
835834,1,1,0,1.0,0.0
835976,1,0,0,0.0,0.0
836031,16,10,2,0.62,0.12
836046,3,1,0,0.33,0.0
836056,4,0,0,0.0,0.0
836093,3,1,0,0.33,0.0
836123,5,0,0,0.0,0.0
836144,3,0,0,0.0,0.0
836149,8,0,1,0.0,0.12
836158,5,2,1,0.4,0.2
836200,8,2,0,0.25,0.0
836244,14,3,0,0.21,0.0
836250,2,1,0,0.5,0.0
836266,1,0,0,0.0,0.0
836333,7,1,0,0.14,0.0
836440,1,0,1,0.0,1.0
836460,4,2,0,0.5,0.0
836539,11,3,1,0.27,0.09
836608,3,1,0,0.33,0.0
836633,4,2,0,0.5,0.0
836648,4,0,2,0.0,0.5
836656,8,1,0,0.12,0.0
836703,6,1,0,0.17,0.0
836778,9,3,3,0.33,0.33
836985,2,0,0,0.0,0.0
836997,3,2,0,0.67,0.0
837000,6,3,0,0.5,0.0
837008,1,0,0,0.0,0.0
837066,5,1,0,0.2,0.0
837102,5,1,0,0.2,0.0
837155,1,1,0,1.0,0.0
837247,28,2,0,0.07,0.0
837304,14,9,0,0.64,0.0
837318,7,0,1,0.0,0.14
837333,6,0,1,0.0,0.17
837363,3,0,1,0.0,0.33
837367,1,0,1,0.0,1.0
837406,4,0,1,0.0,0.25
837441,2,0,2,0.0,1.0
837448,6,3,0,0.5,0.0
837534,6,1,1,0.17,0.17
837567,4,0,0,0.0,0.0
837611,2,0,0,0.0,0.0
837740,4,1,0,0.25,0.0
837789,1,0,1,0.0,1.0
837805,2,0,1,0.0,0.5
837809,10,6,0,0.6,0.0
837815,3,1,1,0.33,0.33
837902,7,3,0,0.43,0.0
837979,6,1,0,0.17,0.0
838106,4,0,0,0.0,0.0
838131,1,0,0,0.0,0.0
838168,4,0,0,0.0,0.0
838247,1,1,0,1.0,0.0
838355,9,1,0,0.11,0.0
838364,2,0,0,0.0,0.0
838372,4,1,0,0.25,0.0
838378,2,1,0,0.5,0.0
838388,2,0,0,0.0,0.0
838401,2,0,0,0.0,0.0
838477,8,4,0,0.5,0.0
838546,2,0,0,0.0,0.0
838608,10,1,0,0.1,0.0
838636,3,0,0,0.0,0.0
838748,2,1,1,0.5,0.5
838761,1,0,0,0.0,0.0
838864,4,0,0,0.0,0.0
838913,3,1,1,0.33,0.33
838960,2,0,1,0.0,0.5
839019,8,1,0,0.12,0.0
839069,7,1,1,0.14,0.14
839141,14,3,0,0.21,0.0
839155,4,1,1,0.25,0.25
839160,1,0,0,0.0,0.0
839215,7,0,2,0.0,0.29
839216,3,1,1,0.33,0.33
839294,3,0,1,0.0,0.33
839399,4,1,2,0.25,0.5
839414,2,1,0,0.5,0.0
839435,4,1,0,0.25,0.0
839438,3,0,0,0.0,0.0
839445,16,6,8,0.38,0.5
839484,8,1,0,0.12,0.0
839519,1,0,0,0.0,0.0
839565,1,0,0,0.0,0.0
839580,6,2,3,0.33,0.5
839658,13,0,2,0.0,0.15
839699,4,2,0,0.5,0.0
839801,3,1,0,0.33,0.0
839968,9,0,1,0.0,0.11
839972,4,2,0,0.5,0.0
840008,7,0,0,0.0,0.0
840187,1,0,1,0.0,1.0
840257,3,0,1,0.0,0.33
840420,2,2,0,1.0,0.0
840441,5,0,3,0.0,0.6
840478,8,1,0,0.12,0.0
840596,9,0,0,0.0,0.0
840605,4,3,0,0.75,0.0
840627,6,2,1,0.33,0.17
840666,2,1,0,0.5,0.0
840671,1,0,0,0.0,0.0
840711,6,0,0,0.0,0.0
840715,1,0,0,0.0,0.0
840735,2,1,0,0.5,0.0
840742,1,0,0,0.0,0.0
840810,1,0,0,0.0,0.0
841046,4,0,0,0.0,0.0
841092,4,2,0,0.5,0.0
841227,3,3,0,1.0,0.0
841235,10,0,0,0.0,0.0
841288,2,1,1,0.5,0.5
841290,8,4,0,0.5,0.0
841345,6,0,2,0.0,0.33
841382,4,1,0,0.25,0.0
841433,11,4,0,0.36,0.0
841558,1,0,0,0.0,0.0
841608,7,1,0,0.14,0.0
841702,1,0,0,0.0,0.0
841782,4,1,1,0.25,0.25
841962,4,1,0,0.25,0.0
842002,4,0,0,0.0,0.0
842006,1,0,0,0.0,0.0
842032,6,1,2,0.17,0.33
842132,1,0,0,0.0,0.0
842137,1,0,0,0.0,0.0
842246,3,0,1,0.0,0.33
842301,3,1,0,0.33,0.0
842326,1,0,0,0.0,0.0
842370,3,0,0,0.0,0.0
842384,3,0,1,0.0,0.33
842405,2,0,0,0.0,0.0
842425,2,0,1,0.0,0.5
842486,3,0,0,0.0,0.0
842487,2,1,0,0.5,0.0
842523,5,0,3,0.0,0.6
842563,7,4,0,0.57,0.0
842576,2,0,0,0.0,0.0
842582,4,0,2,0.0,0.5
842583,7,3,0,0.43,0.0
842628,2,0,0,0.0,0.0
842703,8,3,0,0.38,0.0
842768,2,0,0,0.0,0.0
842803,3,1,1,0.33,0.33
842925,4,1,0,0.25,0.0
842955,5,3,0,0.6,0.0
842999,4,0,0,0.0,0.0
843058,8,0,8,0.0,1.0
843125,12,0,0,0.0,0.0
843151,1,0,0,0.0,0.0
843158,1,0,0,0.0,0.0
843181,1,1,0,1.0,0.0
843194,5,0,0,0.0,0.0
843214,5,3,0,0.6,0.0
843263,3,0,1,0.0,0.33
843394,1,0,0,0.0,0.0
843415,7,3,0,0.43,0.0
843453,3,0,1,0.0,0.33
843466,1,0,0,0.0,0.0
843500,4,3,0,0.75,0.0
843522,9,6,0,0.67,0.0
843606,4,1,2,0.25,0.5
843632,3,1,0,0.33,0.0
843634,4,2,0,0.5,0.0
843653,1,1,0,1.0,0.0
843661,4,1,1,0.25,0.25
843690,4,0,2,0.0,0.5
843735,6,1,0,0.17,0.0
843837,1,0,0,0.0,0.0
843856,10,1,0,0.1,0.0
843871,3,0,0,0.0,0.0
843881,3,0,0,0.0,0.0
843904,1,0,0,0.0,0.0
843944,8,0,0,0.0,0.0
843948,9,2,1,0.22,0.11
844013,1,0,0,0.0,0.0
844037,6,3,0,0.5,0.0
844041,3,0,0,0.0,0.0
844058,12,3,1,0.25,0.08
844076,2,0,0,0.0,0.0
844104,1,0,0,0.0,0.0
844288,5,0,2,0.0,0.4
844328,2,0,1,0.0,0.5
844386,4,0,0,0.0,0.0
844453,1,1,0,1.0,0.0
844476,6,2,0,0.33,0.0
844511,5,2,0,0.4,0.0
844533,1,1,0,1.0,0.0
844667,1,0,0,0.0,0.0
844734,1,0,0,0.0,0.0
844951,3,0,2,0.0,0.67
844956,10,5,0,0.5,0.0
845032,2,0,0,0.0,0.0
845034,2,0,0,0.0,0.0
845036,13,2,0,0.15,0.0
845056,2,0,0,0.0,0.0
845083,1,1,0,1.0,0.0
845085,1,0,0,0.0,0.0
845091,21,0,19,0.0,0.9
845160,9,4,1,0.44,0.11
845182,8,3,3,0.38,0.38
845202,3,1,0,0.33,0.0
845308,6,5,0,0.83,0.0
845353,5,1,2,0.2,0.4
845380,14,0,5,0.0,0.36
845413,7,2,0,0.29,0.0
845448,8,5,0,0.62,0.0
845512,20,1,12,0.05,0.6
845693,9,0,1,0.0,0.11
845742,6,1,0,0.17,0.0
845786,2,1,0,0.5,0.0
845791,12,1,1,0.08,0.08
845890,4,1,0,0.25,0.0
845935,1,0,0,0.0,0.0
845960,12,5,0,0.42,0.0
846097,3,0,0,0.0,0.0
846111,1,0,0,0.0,0.0
846177,2,1,0,0.5,0.0
846224,3,2,0,0.67,0.0
846311,8,2,2,0.25,0.25
846327,1,0,0,0.0,0.0
846341,11,2,1,0.18,0.09
846349,6,0,5,0.0,0.83
846457,5,0,0,0.0,0.0
846494,3,2,2,0.67,0.67
846510,4,0,2,0.0,0.5
846519,6,4,0,0.67,0.0
846552,11,3,0,0.27,0.0
846578,2,0,0,0.0,0.0
846626,4,3,0,0.75,0.0
846642,9,3,0,0.33,0.0
846655,4,0,3,0.0,0.75
846656,13,2,0,0.15,0.0
846723,10,0,9,0.0,0.9
846734,4,0,0,0.0,0.0
846793,11,1,0,0.09,0.0
846834,3,0,0,0.0,0.0
846895,4,0,0,0.0,0.0
846909,5,3,0,0.6,0.0
847029,4,0,0,0.0,0.0
847030,5,0,1,0.0,0.2
847069,3,1,0,0.33,0.0
847177,1,0,0,0.0,0.0
847309,2,0,0,0.0,0.0
847365,8,5,0,0.62,0.0
847404,2,0,0,0.0,0.0
847455,2,0,3,0.0,1.5
847467,6,2,0,0.33,0.0
847486,6,2,0,0.33,0.0
847530,2,0,0,0.0,0.0
847577,2,0,0,0.0,0.0
847715,2,1,0,0.5,0.0
847745,1,0,0,0.0,0.0
847777,10,3,0,0.3,0.0
847786,8,3,0,0.38,0.0
847917,2,1,0,0.5,0.0
847988,3,1,0,0.33,0.0
848036,1,0,0,0.0,0.0
848055,2,1,0,0.5,0.0
848063,2,0,1,0.0,0.5
848083,3,0,2,0.0,0.67
848125,9,1,0,0.11,0.0
848149,11,3,0,0.27,0.0
848170,8,2,3,0.25,0.38
848194,1,0,0,0.0,0.0
848255,2,0,0,0.0,0.0
848276,9,0,0,0.0,0.0
848336,10,6,0,0.6,0.0
848367,3,0,0,0.0,0.0
848431,3,0,0,0.0,0.0
848509,5,1,0,0.2,0.0
848520,1,2,0,2.0,0.0
848545,6,3,1,0.5,0.17
848626,2,0,0,0.0,0.0
848670,5,1,1,0.2,0.2
848717,6,3,0,0.5,0.0
848751,8,4,0,0.5,0.0
848814,1,0,0,0.0,0.0
848853,11,3,2,0.27,0.18
848875,5,1,0,0.2,0.0
848909,1,0,0,0.0,0.0
849164,8,4,0,0.5,0.0
849166,1,0,0,0.0,0.0
849463,4,0,0,0.0,0.0
849497,2,0,0,0.0,0.0
849587,4,1,0,0.25,0.0
849653,12,4,1,0.33,0.08
849704,1,0,0,0.0,0.0
849876,2,1,0,0.5,0.0
849917,7,2,2,0.29,0.29
850085,5,0,0,0.0,0.0
850099,4,1,1,0.25,0.25
850116,1,0,0,0.0,0.0
850267,3,0,0,0.0,0.0
850276,3,0,1,0.0,0.33
850415,15,0,2,0.0,0.13
850572,5,1,3,0.2,0.6
850611,3,1,0,0.33,0.0
850695,4,1,0,0.25,0.0
850732,17,0,0,0.0,0.0
850767,1,0,0,0.0,0.0
850786,3,0,0,0.0,0.0
850835,1,0,0,0.0,0.0
850867,1,1,0,1.0,0.0
850881,11,4,0,0.36,0.0
850899,7,0,1,0.0,0.14
850904,2,0,0,0.0,0.0
851030,4,2,0,0.5,0.0
851254,2,0,0,0.0,0.0
851262,1,0,0,0.0,0.0
851270,1,0,1,0.0,1.0
851389,5,1,0,0.2,0.0
851393,2,1,0,0.5,0.0
851439,5,1,4,0.2,0.8
851461,2,0,0,0.0,0.0
851465,4,2,1,0.5,0.25
851482,2,0,0,0.0,0.0
851717,2,1,0,0.5,0.0
851764,4,0,0,0.0,0.0
851782,1,0,0,0.0,0.0
851791,2,0,0,0.0,0.0
851804,3,2,0,0.67,0.0
851817,2,0,0,0.0,0.0
851908,11,2,5,0.18,0.45
851996,5,2,0,0.4,0.0
852003,1,0,0,0.0,0.0
852022,5,0,2,0.0,0.4
852108,4,0,0,0.0,0.0
852162,3,0,0,0.0,0.0
852163,1,0,1,0.0,1.0
852233,2,1,0,0.5,0.0
852246,5,1,1,0.2,0.2
852343,6,0,3,0.0,0.5
852377,3,0,0,0.0,0.0
852507,3,0,0,0.0,0.0
852616,3,0,0,0.0,0.0
852621,4,0,0,0.0,0.0
852623,18,1,11,0.06,0.61
852653,4,3,0,0.75,0.0
852826,2,0,0,0.0,0.0
852874,5,1,0,0.2,0.0
852892,5,0,3,0.0,0.6
852906,3,3,0,1.0,0.0
852913,1,0,0,0.0,0.0
852947,2,0,0,0.0,0.0
852960,3,2,0,0.67,0.0
852969,7,0,1,0.0,0.14
852979,3,0,0,0.0,0.0
852988,5,0,0,0.0,0.0
853034,4,0,0,0.0,0.0
853050,11,8,0,0.73,0.0
853058,2,0,0,0.0,0.0
853163,2,0,0,0.0,0.0
853164,6,5,0,0.83,0.0
853202,2,0,0,0.0,0.0
853227,5,3,0,0.6,0.0
853259,8,1,1,0.12,0.12
853326,6,0,0,0.0,0.0
853418,3,0,1,0.0,0.33
853438,2,0,0,0.0,0.0
853458,1,1,0,1.0,0.0
853517,5,1,2,0.2,0.4
853610,1,0,0,0.0,0.0
853638,2,0,0,0.0,0.0
853649,5,0,1,0.0,0.2
853655,5,2,0,0.4,0.0
853688,2,0,0,0.0,0.0
853706,1,0,0,0.0,0.0
853710,1,0,0,0.0,0.0
853724,4,1,0,0.25,0.0
853727,3,0,0,0.0,0.0
853762,12,6,0,0.5,0.0
853779,1,0,0,0.0,0.0
853825,3,0,0,0.0,0.0
853826,3,0,0,0.0,0.0
853874,4,0,2,0.0,0.5
853953,11,0,0,0.0,0.0
853989,5,2,1,0.4,0.2
854012,1,0,0,0.0,0.0
854015,2,0,0,0.0,0.0
854129,2,0,0,0.0,0.0
854177,3,2,0,0.67,0.0
854185,1,0,0,0.0,0.0
854243,2,0,0,0.0,0.0
854265,5,1,0,0.2,0.0
854314,4,3,0,0.75,0.0
854349,1,0,0,0.0,0.0
854506,6,0,0,0.0,0.0
854552,13,8,1,0.62,0.08
854569,3,2,0,0.67,0.0
854594,4,0,1,0.0,0.25
854738,1,0,1,0.0,1.0
854830,3,0,0,0.0,0.0
854892,4,2,0,0.5,0.0
855009,1,0,0,0.0,0.0
855056,2,0,0,0.0,0.0
855091,1,0,0,0.0,0.0
855122,8,0,2,0.0,0.25
855131,13,8,3,0.62,0.23
855154,8,3,0,0.38,0.0
855206,4,1,0,0.25,0.0
855363,4,0,0,0.0,0.0
855399,5,0,3,0.0,0.6
855476,4,4,0,1.0,0.0
855534,5,1,0,0.2,0.0
855572,3,2,0,0.67,0.0
855611,1,1,0,1.0,0.0
855702,3,0,2,0.0,0.67
855749,2,0,0,0.0,0.0
855787,10,4,1,0.4,0.1
855856,3,0,0,0.0,0.0
855875,7,0,4,0.0,0.57
855973,1,0,0,0.0,0.0
855995,5,0,0,0.0,0.0
856117,1,0,0,0.0,0.0
856122,4,0,3,0.0,0.75
856135,3,0,0,0.0,0.0
856163,5,0,1,0.0,0.2
856180,1,0,0,0.0,0.0
856195,1,0,2,0.0,2.0
856296,4,4,0,1.0,0.0
856335,2,0,1,0.0,0.5
856431,4,1,0,0.25,0.0
856547,3,0,1,0.0,0.33
856733,4,1,0,0.25,0.0
856902,4,2,0,0.5,0.0
857014,5,0,0,0.0,0.0
857020,1,0,0,0.0,0.0
857158,3,0,1,0.0,0.33
857201,8,0,1,0.0,0.12
857235,9,0,1,0.0,0.11
857298,4,0,1,0.0,0.25
857326,5,1,1,0.2,0.2
857411,7,2,0,0.29,0.0
857508,7,2,0,0.29,0.0
857545,5,2,0,0.4,0.0
857568,3,2,0,0.67,0.0
857570,1,0,1,0.0,1.0
857740,2,0,0,0.0,0.0
857807,1,0,0,0.0,0.0
857816,2,1,0,0.5,0.0
857820,11,5,1,0.45,0.09
857854,5,0,4,0.0,0.8
857877,3,0,0,0.0,0.0
857882,12,11,0,0.92,0.0
857886,1,0,0,0.0,0.0
857888,1,0,0,0.0,0.0
857912,1,0,0,0.0,0.0
857925,3,0,1,0.0,0.33
857955,3,0,0,0.0,0.0
858080,1,0,0,0.0,0.0
858090,8,2,0,0.25,0.0
858106,13,9,0,0.69,0.0
858118,18,3,0,0.17,0.0
858148,8,1,0,0.12,0.0
858185,2,0,1,0.0,0.5
